Symbol,Stock Price,Market Cap,Company Name,Analysts,PT Upside (%),Rev. Growth,Rev. Growth 5Y,Rev. Growth 3Y,Rev Gr. Next Y,Z-Score,ROA,ROA (5Y),ROIC,ROIC (5Y),Oper. Margin
CDNS,296.965,81362861580,"Cadence Design Systems, Inc.",14,10.98%,11.03%,13.55%,13.53%,13.33%,12.76,15.00%,20.86%,13.10%,27.11%,28.26%
TT,362.475,81814628070,Trane Technologies plc,17,10.61%,12.22%,8.69%,11.96%,6.91%,6.18,12.70%,9.22%,22.87%,16.91%,17.54%
MMM,149.275,81473003000,3M Company,16,-2.77%,-0.14%,-5.22%,-11.42%,3.14%,3.82,9.30%,6.36%,23.16%,4.55%,19.62%
AJG,323.82,80436566000,Arthur J. Gallagher & Co.,13,-6.31%,16.57%,9.59%,12.38%,12.03%,1.54,2.00%,3.04%,8.86%,9.87%,20.32%
MAR,290.21,80033184000,"Marriott International, Inc.",21,-4.13%,5.85%,3.66%,21.90%,6.19%,3.74,9.10%,6.82%,23.18%,17.69%,15.01%
STRK,89.4,84080861268,MicroStrategy Incorporated,,,,,,,,,,,,
CVS,63.895,69212550000,CVS Health Corporation,16,7.99%,6.07%,8.59%,8.98%,3.98%,2.08,2.00%,2.96%,4.50%,5.97%,2.58%
TRI,176.365,80350677030,Thomson Reuters Corporation,10,1.37%,6.83%,4.21%,4.57%,7.86%,9.03,11.90%,12.46%,14.72%,11.00%,29.06%
SNPS,513.7875,81793402920,"Synopsys, Inc.",11,23.42%,15.22%,12.76%,13.38%,12.96%,14.49,19.60%,12.10%,13.42%,14.05%,22.13%
DELL,113.5028,78225267659,Dell Technologies Inc.,17,31.42%,3.08%,0.43%,0.79%,7.90%,1.71,5.00%,3.60%,23.08%,12.84%,5.77%
HCA,311.42,81999837810,"HCA Healthcare, Inc.",16,21.83%,10.23%,6.81%,6.29%,5.16%,2.55,10.30%,10.10%,18.62%,18.44%,15.08%
MSI,468.32,79312284180,"Motorola Solutions, Inc.",9,5.17%,8.33%,6.53%,9.46%,6.02%,5.36,11.60%,10.70%,27.83%,24.25%,24.51%
ZTS,172.8572,78633547850,Zoetis Inc.,9,26.49%,9.33%,8.28%,6.32%,4.17%,8.10,17.00%,14.50%,21.87%,18.80%,35.88%
MDLZ,60.23,78193888500,"Mondelez International, Inc.",16,16.27%,1.18%,7.09%,8.26%,4.28%,2.60,6.30%,5.80%,10.62%,7.63%,17.41%
PNC,195.13,78045660000,"The PNC Financial Services Group, Inc.",17,5.21%,-2.48%,5.75%,5.29%,5.60%,,0.80%,1.16%,4.77%,5.78%,33.99%
CMG,56.92,76143001200,"Chipotle Mexican Grill, Inc.",29,15.85%,14.61%,15.16%,14.45%,13.57%,10.50,17.30%,12.66%,17.84%,13.37%,16.94%
ORLY,1329.26,76431982958,"O'Reilly Automotive, Inc.",16,4.63%,5.25%,10.50%,8.53%,5.86%,4.25,16.70%,16.40%,40.61%,35.05%,19.65%
TDG,1357.76,76351891902,TransDigm Group Incorporated,18,8.11%,16.91%,7.45%,18.64%,8.28%,2.37,7.30%,4.68%,15.40%,11.46%,45.58%
PYPL,76.62,75390132820,"PayPal Holdings, Inc.",33,17.75%,6.81%,12.34%,7.82%,6.34%,2.00,5.00%,5.16%,13.68%,11.90%,16.75%
ITW,255.335,75768074000,Illinois Tool Works Inc.,9,6.14%,-0.91%,2.32%,3.82%,3.87%,8.29,22.10%,17.28%,28.46%,24.90%,26.47%
MCK,600.29,76500243660,McKesson Corporation,13,6.12%,14.29%,8.90%,10.27%,9.68%,5.88,4.00%,1.22%,44.69%,22.32%,1.17%
SCCO,94.195,72788948990,Southern Copper Corporation,7,-3.75%,5.03%,8.96%,1.52%,4.09%,6.96,17.40%,13.50%,19.86%,16.54%,46.74%
COF,195.15,75971514400,Capital One Financial Corporation,19,-2.10%,0.61%,3.67%,-5.82%,5.07%,,0.80%,1.48%,3.88%,6.25%,20.32%
SE,129.51,73610415142,Sea Limited,14,-30.94%,20.06%,55.90%,23.11%,21.81%,3.80,0.50%,-15.66%,0.58%,-16.73%,1.94%
ECL,260.965,73970409260,Ecolab Inc.,18,6.46%,4.13%,6.93%,8.03%,3.25%,5.20,9.40%,3.76%,13.45%,9.22%,17.92%
USB,47.315,74241827700,U.S. Bancorp,20,13.97%,0.95%,2.92%,1.93%,4.65%,,0.80%,1.04%,4.01%,5.60%,27.32%
GSK,36.135,72959493750,GSK plc,4,30.09%,3.46%,-1.45%,8.31%,5.34%,1.59,4.40%,9.06%,10.89%,14.81%,12.70%
EOG,130.5042,74406510500,"EOG Resources, Inc.",21,10.59%,-0.32%,6.77%,16.28%,-1.86%,4.83,15.90%,11.18%,20.88%,15.03%,36.76%
CP,77.975,73211581800,Canadian Pacific Kansas City Limited,18,28.54%,28.53%,13.33%,21.95%,7.77%,2.37,4.30%,7.84%,5.84%,9.30%,33.20%
BMO,98.52,72689227300,Bank of Montreal,5,29.79%,12.09%,5.17%,6.45%,5.51%,,0.50%,0.70%,3.66%,3.34%,39.12%
EPD,32.945,71984999700,Enterprise Products Partners L.P.,12,4.76%,16.20%,10.77%,15.79%,11.42%,,8.00%,7.32%,11.30%,10.41%,12.13%
CL,86.9,71382251070,Colgate-Palmolive Company,20,16.23%,5.07%,5.36%,5.05%,3.93%,6.85,17.30%,14.74%,36.51%,30.97%,21.27%
REGN,657.775,71542273680,"Regeneron Pharmaceuticals, Inc.",25,52.80%,8.27%,16.71%,-4.04%,6.39%,7.55,12.10%,19.84%,11.49%,20.32%,28.10%
EMR,124.77,70746894000,Emerson Electric Co.,17,8.73%,10.31%,-0.92%,13.74%,5.02%,4.71,5.40%,13.20%,8.19%,9.58%,16.21%
RSG,224.215,69911184000,"Republic Services, Inc.",20,-0.93%,7.88%,9.06%,13.16%,5.52%,3.20,6.20%,5.10%,10.85%,8.97%,19.73%
CRH,103.5,69958093366,CRH plc,11,3.32%,3.36%,,,6.95%,3.22,7.20%,5.46%,10.48%,7.68%,13.64%
APD,311.25,68854097240,"Air Products and Chemicals, Inc.",16,10.18%,-3.12%,6.10%,3.22%,7.05%,3.36,10.10%,8.56%,7.22%,8.39%,23.82%
SPG,183.1,60157662600,"Simon Property Group, Inc.",9,-5.84%,6.83%,0.62%,6.28%,3.46%,,7.30%,5.96%,10.24%,8.54%,51.60%
RCL,256.34,69012146250,Royal Caribbean Cruises Ltd.,18,9.09%,21.89%,8.32%,201.81%,10.31%,2.03,7.20%,-5.70%,14.17%,-2.77%,25.24%
MFG,5.445,69154744182,"Mizuho Financial Group, Inc.",,,94.78%,,22.27%,8.38%,,0.40%,,1.58%,0.56%,41.02%
NTES,109.9,67361854142,"NetEase, Inc.",7,-1.05%,3.94%,15.66%,8.39%,8.23%,,14.70%,13.96%,16.85%,13.28%,26.39%
WDAY,258.56,69880808185,"Workday, Inc.",29,13.67%,16.81%,18.85%,18.56%,13.15%,6.23,10.00%,-0.86%,8.63%,-3.27%,5.13%
EQNR,22.985,65912917833,Equinor ASA,7,28.18%,-28.93%,32.21%,22.04%,-1.42%,,7.90%,6.02%,13.98%,11.49%,33.38%
NOC,472.12,68155467480,Northrop Grumman Corporation,17,16.73%,4.44%,3.93%,4.78%,4.36%,2.85,8.60%,9.70%,11.44%,10.60%,10.65%
GD,252.56,70001608020,General Dynamics Corporation,17,19.80%,12.88%,3.93%,7.44%,4.18%,3.56,6.80%,6.44%,12.96%,12.18%,10.05%
COIN,271.3932,66818428345,"Coinbase Global, Inc.",21,0.88%,88.46%,,-3.98%,8.91%,0.23,0.60%,,10.39%,3.00%,26.47%
ET,19.745,67827855200,Energy Transfer LP,12,7.62%,6.50%,9.12%,12.48%,7.19%,,3.90%,3.10%,8.69%,8.29%,10.79%
WMB,54.79,67478298550,"The Williams Companies, Inc.",18,-4.79%,-4.61%,4.91%,3.68%,11.29%,1.18,5.40%,3.24%,6.97%,5.92%,34.47%
HLT,273.72,64749464640,Hilton Worldwide Holdings Inc.,18,-10.64%,9.17%,3.40%,24.52%,9.12%,2.72,9.50%,4.70%,25.06%,13.37%,21.21%
NU,13.64,66204453609,Nu Holdings Ltd.,9,14.38%,54.53%,,105.24%,32.41%,,3.90%,-0.70%,18.44%,-3.50%,23.67%
BDX,227.57,65300241700,"Becton, Dickinson and Company",7,24.36%,5.89%,3.53%,2.65%,4.84%,2.30,3.10%,2.82%,4.85%,4.29%,11.69%
CNQ,30.16,65236871200,Canadian Natural Resources Limited,1,88.55%,-1.01%,11.57%,11.39%,4.98%,3.05,10.00%,8.30%,16.01%,13.28%,26.41%
BBVA,12.395,70292983800,"Banco Bilbao Vizcaya Argentaria, S.A.",,,,,,2.31%,,,,,,
CNI,102.68,64561716000,Canadian National Railway Company,17,25.36%,1.30%,2.70%,5.60%,5.71%,2.65,8.10%,9.52%,11.23%,12.69%,36.83%
ADSK,297.49,64439800000,"Autodesk, Inc.",23,12.29%,11.50%,13.88%,12.26%,12.71%,5.81,11.00%,9.84%,20.29%,22.44%,21.86%
CSX,33.005,63232891800,CSX Corporation,21,11.73%,-0.18%,3.78%,7.19%,5.00%,2.40,8.50%,8.82%,13.02%,13.57%,37.30%
FDX,263.095,62924732260,FedEx Corporation,23,21.94%,-0.63%,4.78%,-0.81%,3.86%,2.58,4.50%,4.48%,5.73%,6.16%,5.64%
BNS,50.75,62671182900,The Bank of Nova Scotia,2,41.82%,4.52%,1.64%,2.52%,5.80%,,0.50%,0.62%,2.80%,3.46%,28.44%
SNOW,187.72,61177433000,Snowflake Inc.,39,-0.34%,30.28%,,49.30%,23.03%,6.08,-14.70%,-17.54%,-24.34%,9.68%,-39.39%
ROP,571.41,60972553980,"Roper Technologies, Inc.",11,8.91%,13.02%,4.84%,16.35%,7.33%,3.87,4.90%,8.52%,5.70%,5.84%,28.56%
BK,85.27,61361640000,The Bank of New York Mellon Corporation,15,3.25%,5.06%,2.93%,4.78%,3.36%,,0.80%,0.80%,4.50%,4.71%,29.10%
TFC,46.33,61815968800,Truist Financial Corporation,19,7.60%,-38.25%,1.13%,-19.52%,4.74%,,-0.40%,0.74%,-5.93%,3.40%,-61.19%
DEO,106.67,60070810525,Diageo plc,2,,-1.39%,,23.97%,3.40%,2.39,8.60%,8.48%,13.70%,12.17%,23.39%
TTD,120.64,58646462918,"The Trade Desk, Inc.",32,8.79%,26.14%,30.70%,27.25%,20.58%,13.41,6.10%,5.86%,8.90%,9.40%,16.29%
NET,171.54,58397773389,"Cloudflare, Inc.",27,-21.21%,30.04%,43.48%,38.74%,25.82%,17.29,-3.30%,-11.38%,-6.72%,-9.38%,-10.36%
NGG,60.57,60154737120,National Grid plc,2,,-8.35%,,12.80%,2.42%,1.24,2.40%,3.54%,4.27%,4.60%,21.90%
JCI,89.055,58098833390,Johnson Controls International plc,15,0.35%,3.78%,-1.54%,-2.70%,4.86%,2.13,4.10%,3.44%,6.94%,5.99%,8.80%
KMI,26.39,58673512400,"Kinder Morgan, Inc.",16,3.32%,-4.56%,2.13%,-0.33%,4.22%,1.10,3.60%,2.54%,5.41%,3.92%,28.38%
TGT,127.71,60690179400,Target Corporation,31,24.47%,0.64%,6.72%,1.34%,2.57%,3.17,7.80%,8.56%,13.63%,15.96%,5.54%
SLB,41.565,58149283500,Schlumberger Limited,20,37.43%,9.52%,1.97%,16.54%,4.38%,3.07,9.10%,1.48%,14.04%,1.73%,15.99%
NSC,256.26,57057728000,Norfolk Southern Corporation,19,7.82%,-1.20%,1.14%,3.87%,5.01%,2.09,5.70%,6.64%,9.58%,10.75%,30.92%
CM,61.23,57604429820,Canadian Imperial Bank of Commerce,2,50.19%,9.75%,6.59%,8.56%,5.37%,,0.70%,0.64%,0.88%,0.80%,34.53%
ARES,184.09,36527566800,Ares Management Corporation,14,-7.62%,4.67%,18.48%,1.11%,25.02%,,1.90%,1.36%,5.77%,2.66%,25.85%
OKE,98.48,61914856190,"ONEOK, Inc.",14,4.83%,14.07%,13.38%,13.34%,25.56%,1.81,6.10%,6.04%,7.61%,8.32%,22.68%
AZO,3426.53,57310038246,"AutoZone, Inc.",19,0.23%,5.19%,9.11%,7.05%,6.05%,2.92,15.40%,15.38%,39.59%,38.18%,20.35%
VST,168.8,57025279860,Vistra Corp.,9,-4.91%,4.47%,7.16%,12.95%,17.95%,1.93,5.00%,0.32%,12.27%,1.84%,22.04%
JD,39.4451,56522767003,"JD.com, Inc.",14,5.70%,4.09%,15.62%,7.49%,5.40%,,5.50%,4.82%,8.38%,5.29%,2.81%
CPRT,59.175,57069763440,"Copart, Inc.",2,-1.99%,9.17%,15.37%,14.46%,9.64%,38.78,16.90%,20.72%,15.77%,21.29%,36.28%
MET,82.7,57320764000,"MetLife, Inc.",12,11.49%,12.39%,0.92%,0.44%,4.19%,,0.50%,0.68%,7.52%,7.00%,7.26%
CARR,63.4,58463311320,Carrier Global Corporation,16,26.42%,18.65%,3.86%,2.94%,0.71%,3.24,14.10%,9.56%,6.58%,7.97%,9.33%
AFL,102.78,56833292040,Aflac Incorporated,14,0.32%,-8.31%,-4.54%,-8.50%,1.00%,,3.00%,2.96%,12.10%,13.19%,27.54%
CVNA,267.24,56298811593,Carvana Co.,20,-6.61%,12.21%,29.69%,4.85%,17.62%,6.92,0.20%,-5.52%,12.46%,-12.38%,5.52%
CHTR,353.69,49812392160,"Charter Communications, Inc.",20,7.25%,0.88%,3.78%,2.15%,1.19%,0.71,3.40%,3.10%,8.96%,8.14%,23.81%
ITUB,5.855,57972134557,Itaú Unibanco Holding S.A.,3,17.38%,8.72%,,28.86%,6.93%,,1.40%,1.34%,8.84%,8.44%,33.07%
DLR,163.76,54951575580,"Digital Realty Trust, Inc.",21,9.63%,2.78%,11.39%,7.82%,9.31%,,0.90%,2.12%,1.01%,1.84%,8.41%
NXPI,217.5,53619291320,NXP Semiconductors N.V.,19,21.16%,-1.83%,7.56%,7.07%,10.00%,3.47,11.50%,6.98%,15.37%,10.23%,28.39%
BCS,15.395,54837518750,Barclays PLC,,,-0.62%,5.59%,-1.61%,5.93%,,0.30%,0.26%,0.87%,0.79%,31.12%
FCX,38.09,54014198700,Freeport-McMoRan Inc.,12,35.90%,12.91%,12.58%,6.58%,10.82%,2.16,3.70%,4.16%,11.42%,9.99%,28.64%
TRV,240.59,55018054650,"The Travelers Companies, Inc.",21,5.95%,13.15%,7.68%,9.85%,6.21%,,3.50%,2.56%,13.60%,9.83%,13.23%
AEP,102.19,54257722200,"American Electric Power Company, Inc.",15,-5.88%,1.64%,4.48%,6.25%,4.52%,0.92,2.70%,2.62%,5.73%,5.28%,19.55%
PCAR,103.03,55623093090,PACCAR Inc,13,19.49%,1.91%,6.22%,15.85%,12.34%,3.52,11.40%,8.36%,14.20%,11.32%,17.45%
MPLX,52.72,54180315800,MPLX LP,11,-3.80%,7.83%,5.58%,7.45%,2.88%,,11.50%,6.02%,14.77%,10.01%,44.95%
PSA,301.38,53490377220,Public Storage,12,15.58%,5.21%,10.60%,13.02%,2.94%,,8.60%,13.26%,11.39%,12.12%,46.87%
PAYX,146.76,52605204300,"Paychex, Inc.",13,-9.14%,4.18%,5.89%,7.42%,6.45%,6.51,15.50%,13.78%,35.34%,33.15%,41.28%
NEM,46.76,51788090500,Newmont Corporation,14,14.46%,53.66%,14.00%,11.63%,5.46%,1.56,-2.20%,2.20%,-0.62%,-0.85%,-1.42%
SRE,83.01,52844478570,Sempra,10,9.87%,-22.57%,3.82%,1.97%,6.21%,1.02,3.20%,3.38%,4.16%,4.21%,20.10%
HWM,129.27,52537672520,Howmet Aerospace Inc.,16,-10.64%,13.20%,16.49%,13.86%,8.41%,6.89,10.20%,3.84%,16.37%,8.45%,20.83%
PSX,125.84,53502724950,Phillips 66,14,17.72%,-1.19%,6.48%,15.29%,-0.88%,3.58,4.40%,5.08%,8.53%,8.95%,3.60%
ING,16.865,51970918021,ING Groep N.V.,1,,-1.43%,,-37.10%,4.54%,,0.60%,0.46%,2.65%,2.54%,34.27%
MFC,29.605,51697978800,Manulife Financial Corporation,2,26.67%,13.51%,-13.94%,-14.49%,9.81%,,0.60%,0.50%,11.53%,8.40%,22.93%
AXON,667.31,51034287448,"Axon Enterprise, Inc.",15,-22.75%,32.32%,32.59%,30.58%,23.15%,17.56,8.10%,1.72%,3.49%,-1.34%,5.98%
DDOG,148.68,49402529857,"Datadog, Inc.",31,7.11%,26.30%,52.18%,42.30%,21.59%,16.02,4.50%,-1.12%,1.87%,-1.56%,2.86%
AMP,524.035,51301320480,"Ameriprise Financial, Inc.",10,-3.80%,10.19%,5.44%,9.24%,5.86%,,1.50%,1.56%,25.68%,25.96%,22.35%
SU,39.735,50630105250,Suncor Energy Inc.,6,40.93%,0.76%,5.57%,9.36%,-1.93%,,6.70%,5.36%,12.53%,9.57%,19.86%
CMI,366.05,51107154100,Cummins Inc.,13,2.96%,2.72%,7.23%,12.53%,7.98%,3.92,6.60%,7.84%,5.87%,13.71%,4.23%
GWW,1028.83,50246674851,"W.W. Grainger, Inc.",11,11.45%,3.99%,8.23%,10.34%,6.95%,11.04,21.50%,16.98%,28.75%,26.04%,15.13%
AEM,100.02,49334233192,Agnico Eagle Mines Limited,7,-10.04%,25.00%,27.95%,26.67%,12.52%,3.78,3.40%,5.26%,4.90%,6.08%,23.66%
ALL,188.825,50161632290,The Allstate Corporation,16,14.64%,11.67%,7.90%,8.75%,8.42%,,3.80%,1.58%,38.20%,25.86%,21.67%
HOOD,56.035,47151263145,"Robinhood Markets, Inc.",17,-20.45%,35.74%,,10.83%,19.35%,0.91,1.30%,,7.13%,11.46%,21.76%
WCN,190.23,49013905590,"Waste Connections, Inc.",16,3.78%,10.68%,10.46%,13.64%,7.45%,3.47,4.90%,3.92%,7.01%,5.82%,17.35%
TRP,46.73,48654407953,TC Energy Corporation,2,19.84%,5.77%,3.68%,8.31%,-6.58%,0.82,3.90%,2.60%,6.09%,5.07%,43.08%
FLUT,274.46,48499365384,Flutter Entertainment plc,17,11.24%,,,,16.91%,,,,,,
URI,733.485,49175593229,"United Rentals, Inc.",13,10.99%,7.07%,10.41%,16.46%,5.42%,3.22,9.30%,8.10%,13.36%,12.03%,26.49%
MPC,151.19,49074800000,Marathon Petroleum Corporation,14,18.53%,-6.39%,5.12%,11.57%,0.16%,3.33,5.40%,5.80%,13.20%,8.36%,5.60%
LULU,392.3238,46517864960,Lululemon Athletica Inc.,28,4.16%,10.84%,22.12%,20.24%,6.96%,12.62,25.00%,20.46%,30.62%,23.08%,23.35%
GM,47.805,46466593400,General Motors Company,17,29.15%,9.08%,6.43%,13.85%,0.60%,1.23,2.50%,3.28%,4.65%,4.36%,6.82%
DFS,188.89,48889780000,Discover Financial Services,18,-3.93%,14.10%,7.58%,0.65%,3.11%,,2.30%,2.78%,10.17%,9.55%,41.45%
COR,244.58,47932404060,"Cencora, Inc.",10,12.20%,11.64%,10.74%,11.10%,6.93%,4.94,2.10%,0.60%,18.78%,-8.16%,0.68%
AIG,75.84,47362780170,"American International Group, Inc.",15,10.20%,-4.84%,-6.69%,-9.16%,2.86%,,-0.60%,0.76%,,7.76%,7.51%
O,53.86,47593974180,Realty Income Corporation,15,14.78%,28.67%,28.37%,40.41%,5.83%,,1.30%,1.88%,2.73%,3.01%,37.67%
KR,65.305,47070570300,The Kroger Co.,16,1.83%,1.41%,4.26%,3.40%,0.88%,3.98,5.10%,4.26%,7.58%,8.11%,2.76%
LYG,3.175,47719465293,Lloyds Banking Group plc,4,-13.66%,542.86%,29.38%,21.97%,5.31%,,0.60%,0.40%,9.16%,6.13%,41.80%
D,56.16,46796957100,"Dominion Energy, Inc.",11,0.06%,-0.47%,2.65%,2.36%,5.57%,0.72,2.40%,1.52%,4.10%,2.81%,24.35%
LNG,209.01,48747781812,"Cheniere Energy, Inc.",13,11.22%,-34.74%,12.06%,9.98%,21.54%,1.89,8.50%,4.54%,17.08%,19.18%,42.41%
MNST,47.975,46739311200,Monster Beverage Corporation,17,14.18%,7.05%,12.53%,11.73%,7.08%,15.74,17.90%,19.80%,23.51%,21.95%,26.76%
XYZ,82.03,51190437682,"Block, Inc.",33,18.71%,14.75%,40.67%,12.54%,11.48%,3.00,3.10%,,2.58%,-1.30%,3.14%
ROST,139.72,45909620350,"Ross Stores, Inc.",17,20.97%,8.54%,6.19%,5.39%,5.41%,5.45,14.50%,11.20%,17.95%,15.15%,12.23%
NDAQ,80.025,45928911780,"Nasdaq, Inc.",17,8.65%,16.94%,10.12%,6.05%,7.83%,2.19,3.10%,5.44%,5.70%,8.04%,23.29%
FANG,156.53,46483188855,"Diamondback Energy, Inc.",21,37.36%,16.67%,22.37%,20.01%,36.83%,1.43,8.10%,3.48%,6.43%,4.31%,43.71%
BKR,46.095,46644176320,Baker Hughes Company,20,8.53%,9.11%,3.14%,10.72%,3.49%,2.25,8.00%,-3.10%,12.38%,-10.86%,11.07%
OXY,48.03,45612853230,Occidental Petroleum Corporation,17,25.93%,-7.21%,7.27%,8.39%,6.77%,1.49,4.80%,1.10%,7.12%,2.60%,21.91%
AMX,14.745,45052032000,"América Móvil, S.A.B. de C.V.",5,28.41%,-3.37%,,5.75%,7.72%,1.80,4.80%,5.72%,11.63%,11.28%,16.92%
NWG,11.3311,45523413200,NatWest Group plc,1,,-3.40%,1.97%,13.08%,5.77%,,0.60%,0.32%,2.90%,1.79%,40.38%
E,28.96,46142926450,Eni S.p.A.,6,9.04%,-29.08%,12.59%,-4.43%,0.07%,1.72,3.20%,2.04%,4.45%,4.28%,8.11%
HES,145.565,45384240810,Hess Corporation,10,17.55%,20.29%,14.59%,23.90%,17.98%,3.13,10.50%,0.20%,15.80%,-2.43%,35.44%
ALC,88.23,44303273000,Alcon Inc.,13,16.28%,5.25%,5.73%,6.49%,6.37%,,3.90%,0.32%,4.90%,0.83%,12.33%
KMB,133.75,44416867150,Kimberly-Clark Corporation,14,7.41%,-1.59%,1.74%,1.34%,2.40%,4.22,15.10%,11.92%,30.54%,25.14%,16.58%
TCOM,68.135,42310226905,Trip.com Group Limited,10,9.71%,29.74%,7.83%,35.82%,15.68%,,6.90%,1.36%,6.61%,1.32%,26.95%
MSCI,571.24,45244535203,MSCI Inc.,14,13.76%,16.05%,13.12%,13.10%,9.06%,7.11,22.10%,17.12%,32.00%,25.41%,52.31%
EW,75.165,44344113000,Edwards Lifesciences Corporation,21,6.24%,9.83%,7.18%,4.85%,1.01%,11.30,39.40%,16.54%,14.12%,19.75%,25.67%
HLN,9.8799,44180401680,Haleon plc,2,6.29%,4.48%,,,2.88%,2.98,,,6.54%,4.38%,18.65%
TRGP,200.64,44303859710,Targa Resources Corp.,16,-7.78%,-0.98%,13.02%,4.82%,25.08%,2.66,5.90%,-0.60%,12.03%,4.29%,16.22%
PWR,296,44695437480,"Quanta Services, Inc.",17,10.94%,17.36%,13.59%,24.15%,12.81%,4.21,4.90%,4.74%,7.43%,6.97%,5.15%
CTSH,87.84,43568054880,Cognizant Technology Solutions Corporation,19,-4.82%,-0.11%,3.14%,2.71%,6.13%,7.27,11.90%,11.34%,13.36%,14.29%,14.76%
TEL,145.905,44412827580,TE Connectivity plc,10,12.49%,-1.09%,3.62%,1.36%,6.69%,4.79,8.40%,8.76%,11.48%,12.36%,17.59%
RBLX,65.0205,42948315051,Roblox Corporation,23,-4.48%,27.98%,59.59%,26.53%,17.25%,3.17,-16.20%,-16.60%,-64.66%,1.72%,-34.91%
ODFL,202.53,43931483460,"Old Dominion Freight Line, Inc.",20,1.36%,1.06%,7.50%,6.39%,9.86%,24.24,22.70%,21.48%,29.11%,26.38%,27.53%
FICO,1770.0975,43883476777,Fair Isaac Corporation,13,18.06%,14.49%,8.22%,10.20%,18.00%,15.30,31.80%,24.80%,48.07%,36.82%,42.91%
VRT,114.6,46260162000,Vertiv Holdings Co,15,17.29%,13.20%,-0.04%,15.46%,16.86%,5.21,7.10%,-1.14%,20.24%,7.56%,16.02%
KDP,31.685,42809562000,Keurig Dr Pepper Inc.,14,18.41%,2.70%,6.61%,6.86%,5.64%,1.49,4.30%,3.30%,6.68%,5.59%,22.91%
EXC,42.675,42564598800,Exelon Corporation,8,1.11%,9.03%,-8.06%,63.42%,4.13%,0.77,2.30%,1.98%,5.35%,4.03%,18.77%
CTVA,62.5,43278840210,"Corteva, Inc.",16,8.47%,-4.08%,3.99%,2.65%,3.82%,2.17,1.60%,1.74%,3.93%,2.79%,9.09%
AME,184.4,42154726460,"AMETEK, Inc.",8,13.79%,6.45%,6.16%,9.65%,5.93%,6.79,9.00%,9.14%,12.04%,11.42%,25.40%
DAL,65.92,41781944750,"Delta Air Lines, Inc.",14,14.66%,5.32%,5.42%,35.20%,5.46%,1.38,6.20%,-0.18%,11.95%,0.80%,9.08%
GLW,52.395,44865351600,Corning Incorporated,13,1.15%,-2.99%,1.47%,-2.86%,6.91%,3.03,0.60%,2.92%,2.56%,4.83%,6.50%
TAK,13.255,42609682483,Takeda Pharmaceutical Company Limited,,,9.83%,7.19%,9.73%,0.55%,1.08,1.40%,1.68%,2.77%,3.47%,9.01%
CBRE,140.77,42775196040,"CBRE Group, Inc.",9,5.44%,10.00%,8.26%,9.54%,10.82%,3.84,4.10%,6.78%,6.88%,8.66%,3.79%
FAST,73.625,42622308600,Fastenal Company,11,5.93%,2.71%,7.19%,7.88%,7.87%,28.03,24.80%,23.50%,28.09%,27.31%,20.01%
VLO,132.68,43337320650,Valero Energy Corporation,14,14.96%,-10.96%,4.27%,12.43%,3.06%,4.59,5.90%,7.32%,10.69%,13.68%,3.69%
PEG,83.99,41118509250,Public Service Enterprise Group Incorporated,12,7.27%,-11.39%,0.71%,4.77%,5.89%,1.32,3.90%,2.68%,5.99%,4.23%,24.93%
CPNG,23.185,42866822481,"Coupang, Inc.",9,17.33%,24.68%,48.08%,18.99%,15.87%,3.71,6.80%,,7.58%,7.10%,0.88%
HMC,27.63,42946918611,"Honda Motor Co., Ltd.",,,17.28%,6.54%,14.54%,0.22%,1.88,3.30%,3.02%,4.18%,3.17%,6.09%
VRSK,292.93,41232199890,"Verisk Analytics, Inc.",10,-1.12%,7.16%,2.10%,5.12%,7.46%,9.46,20.30%,10.52%,25.90%,15.38%,42.08%
VALE,9.595,40854722782,Vale S.A.,10,49.06%,-4.69%,50.85%,-11.40%,2.46%,,8.80%,11.64%,16.77%,21.73%,5.89%
HUBS,788.78,40144060068,"HubSpot, Inc.",24,-5.41%,21.78%,31.69%,28.42%,15.47%,14.06,-0.40%,-4.66%,,-5.27%,-3.24%
GRMN,210.54,40626729250,Garmin Ltd.,5,-15.54%,17.91%,10.67%,6.42%,8.91%,15.73,17.10%,15.06%,18.09%,16.96%,23.81%
YUM,144.11,40653813600,"Yum! Brands, Inc.",18,2.51%,2.32%,5.75%,3.91%,6.05%,2.51,24.10%,23.46%,55.62%,61.62%,32.60%
DHI,127.35,39697619925,"D.R. Horton, Inc.",15,36.11%,2.12%,15.19%,8.29%,4.96%,,13.20%,16.52%,14.72%,17.84%,15.80%
KVUE,20.865,39648883032,Kenvue Inc.,13,10.11%,-0.55%,,2.24%,3.45%,2.26,3.90%,,7.01%,,11.76%
IT,511.01,40273360716,"Gartner, Inc.",7,8.48%,5.37%,8.24%,10.57%,8.96%,5.98,13.80%,8.38%,22.38%,18.39%,18.57%
PRU,111.01,39743840000,"Prudential Financial, Inc.",13,12.88%,39.44%,2.65%,1.13%,4.63%,,0.60%,,6.73%,2.99%,6.88%
A,137.96,39287285900,"Agilent Technologies, Inc.",15,3.28%,-4.73%,4.75%,1.00%,6.44%,5.26,11.50%,10.84%,13.58%,13.92%,22.86%
GEHC,85.885,39761657190,GE HealthCare Technologies Inc.,14,11.80%,1.42%,,,3.47%,1.97,5.10%,,9.80%,,12.84%
